Index,Model,Price,specs,gen,Core_Thread,RAM,Storage,Graphics,display,os,Warranty
760,HP Pavilion Plus 14-eh0037TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹85,490",71,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
761,Lenovo Legion 7i 82TD009KIN Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,59,990",,12th Gen Intel Core i9 12900HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,1 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
762,Dell Inspiron 3511 D560783WIN9BD Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.56 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
763,Dell Vostro 3425 D552308WIN9B Laptop (AMD Ryzen 3 5425U/ 8GB/ 256GB/ Win11 Home),"₹50,852",61,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
764,Dell Inspiron 5420 ICC-C782537WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹91,958",68,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
765,Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹61,050",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
766,Dell Vostro 3420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,900",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
767,Dell Inspiron 3520 2022 Laptop (12th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11/ 2GB Graph),"₹72,990",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,2 GB NVIDIA MX550 Graphics,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS
768,HP Pavilion 14-ec1005AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",61,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
769,HP Pavilion 14-ec1005AU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹75,990",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
770,HP Envy x360 13-ay1064AU 2-in-1 Laptop (Ryzen 7 5800U/ 16GB/ 512GB SSD/ Win 11 Home),"₹98,000",72,5th Gen AMD Ryzen 7  5800U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphic,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
771,Asus ROG Zephyrus G15 GA503RMZ-LN155WS Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,57,990",81,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
772,Dell Vostro 3525 Laptop (AMD R5-5625U/ 16GB/ 512GB SSD/ Win11),"₹55,530",62,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
773,Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,11,990",85,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
774,MSI Modern 14 C12M Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹56,990",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
775,HP 240 G8 Business Laptop (11th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),"₹52,999",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
776,Lenovo Thinkpad P15v 21AAS05L00 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 4GB Graph),"₹1,59,999",79,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB Nvidia Quadro T600,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
777,Lenovo ThinkPad E14 Gen 3 ‎20Y700AKGE Laptop (Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11 Home),"₹85,999",60,5th Gen AMD Ryzen 7 5800U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Raedon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
778,HP 240 G8 4K5D5PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ DOS),"₹35,000",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
779,Lenovo E41-55 82FJ00B5IH Laptop (Athlon 3050U/ 4GB/ 1TB HDD/ DOS),"₹18,990",,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,AMD Radeon AMD,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
780,Lenovo V14 Gen 2 ‎82C40019IX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹49,999",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
781,Asus Vivobook 14 OLED UX3402ZA-KN531WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹95,985",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
782,Ultimus S151 NU14U2INC43VD-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ DOS),"₹17,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,128 GB SSD,Intel Integrated UHD Graphics,"14.1 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
783,Ultimus S152 NU15U2INC44VN-SG Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹23,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
784,HP Envy x360 13-AY1065AU Laptop (AMD Ryzen 5-5600U/ 8GB/ 512GB SSD/ Win11 Home),"₹74,324",65,5th Gen AMD Ryzen 5  5600U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
785,Dell Latitude 14 7420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹98,280",,11th Gen Intel Core i5 1145G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
786,Lenovo IdeaPad Slim 3 82H802XXIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹55,990",63,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
787,Gigabyte G5 ME RC55ME Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹86,490",68,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 TI,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
788,Gigabyte G5 GE RC55GE Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹78,490",66,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
789,Dell Inspiron 7420 D560918WIN9S Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹76,519",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
790,Lenovo ThinkPad X13 21BNS03K00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹2,00,000",71,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1200 pixels",Windows 11 OS,3 Year Warranty
791,Acer Nitro 5 AN515-45 UN.QBMSI.009 Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",71,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
792,Acer Nitro 5 AN515-45 UN.QCLSI.005 Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph),"₹75,990",72,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
793,HP ZBook Firefly G8 500P0PA Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 10),"₹93,000",71,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
794,Lenovo ThinkPad T14 20W0S1HU00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),"₹1,40,200",69,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB  RAM,512 GB SSD,2 GB NVIDIA MX450,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
795,HP 240 G8 Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/Win11 Home),"₹34,440",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
796,HP Pavilion 14-ek0084TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹71,020",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
797,Asus Eeebook 14 E410KA-BV092W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹24,495",,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",4 GB  RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
798,Lenovo ThinkPad E14 G3 20Y700B5IG Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹78,500",68,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Raedon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
799,Acer Chromebook Enterprise Spin 513 R841LT-S6DJ Laptop (Snapdragon 7c/ 8GB/ 128GB/ ChromeOS),"₹47,990",,2nd Gen Qualcomm Snapdragon 7c,Octa Core,4 GB LPDDR4X RAM,128 GB Hard Disk,Qualcomm Adreno 618,"13.3 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
800,Lenovo IdeaPad Slim 3 82H802XVIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹37,650",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
801,Dell Inspiron 3520 D560878WIN9S Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹65,390",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
802,Lenovo ThinkPad E14 Gen 2 20TAS08F00 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Windows 10 Pro),"₹76,890",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"14.1 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
803,Asus Vivobook 14 OLED UX3402ZA-KN731WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,08,990",69,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
804,Lenovo Ideapad Slim 3 81WB01FYIN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹33,990",,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
805,MSI Stealth 17M A12UE Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,49,990",73,12th Gen Intel Core i7 1280P,"14 Cores, 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
806,MSI Modern 15 A5M-055IN Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win10 Home),"₹57,990",,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
807,Lenovo Thinkpad E14 Gen 2 20TAS0E800 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹77,500",67,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1080 x 1920 pixels",Windows 10 OS,1 Year Warranty
808,Dell Vostro 3420 D552278WIN9S Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹47,000",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
809,Lenovo ‎ThinkPad E14 Gen 4 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹74,500",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
810,Lenovo V15 82KBA02UIH Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹36,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
811,Dell Alienware X17 R1 D569936WIN9 Gaming Laptop (11th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 16GB Graph),"₹3,12,199",79,11th Gen Intel Core i9 11980HK,"Octa Core, 16 Threads",32 GB DDR4  RAM,1 TB SSD,16 GB NVIDIA GEFORCE RTX 3080,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
812,Lenovo Thinkpad P15v 21D8S00V00 Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Pro/ 4GB Graph),"₹1,90,400",76,12th Gen Intel Core i7 12800H,"14 Cores, 20 Threads",32 GB DDR5 RAM,1 TB SSD,4 GB Nvidia Quadro T1200,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
813,Microsoft Surface Laptop 5 ‎RBG-00048 13.5 inch (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,78,999",,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,256 GB SSD,Intel Iris Xe,"13.5 inches, 2256 x 1504 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
814,Microsoft Surface Laptop 5 ‎RIP-00048 15 inch (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,82,990",63,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
815,Microsoft Surface Laptop 5 ‎RBY-00023 15 inch (12th Gen Core i7/ 8GB/ 256GB SSD/ Win11),"₹1,39,999",,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,256 GB SSD,Intel Iris Xe,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
816,Microsoft Surface Pro 9 ‎QIL-00031 Laptop (12th Gen Core i7/ 16GB/ 256GB  SSD/ Win11),"₹1,67,999",,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,256 GB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
817,Microsoft Surface Pro 9 ‎QCB-00014 Laptop (12th Gen Core i5/ 8GB/ 128GB SSD/ Win11),"₹95,449",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,128 GB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
818,Microsoft Surface Pro 9 ‎‎QIX-00031 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,92,990",,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels",Windows 11 OS,1 Year Warranty
819,Dell Inspiron 14 5415 Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹55,999",61,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
820,Lenovo Ideapad Slim 3 81WE01QSIN Laptop (10th Gen Core i3/ 4GB/ 256GB SSD/ Win11),"₹34,900",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
821,Acer Aspire 3 A315-58 Laptop (11th Gen Core i5/ 12GB/ 512GB SSD/ Win11),"₹49,999",60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",12 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
822,Asus E410 Eeebook E410KA-BV003W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹24,410",,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",4 GB  RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
823,Asus Vivobook 15 K513EA-L703WS Laptop (11th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹67,999",,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
824,Dell G15-5511 ‎G15-7736BLK-PUS Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,44,500",76,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
825,Lenovo ThinkBook 14s Yoga 20WEA01CIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹1,04,900",73,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
826,Lenovo Thinkbook 14 20VD011EIH Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,03,600",61,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
827,Acer Swift 3 SF314-43 Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹61,500",65,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB LPDDR4X RAM,512 GB SSD,AMD Radeon 5500U,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
828,Dell XPS 9315 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Pro),"₹1,85,800",,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,Iris Xe,"13.4 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
829,Dell Inspiron 5415 Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹89,976",62,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
830,Asus VivoBook 14 X415MA-BV102WS Laptop (Pentium Silver N5030/ 8GB/ 256GB SSD/ Win11 Home),"₹27,990",,Intel Pentium  N5030,Quad Core,8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
831,Asus VivoBook 15 2022 X515JA-EJ592WS Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹44,990",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
832,Acer One 14 Z2-493 UN.431SI.129 Laptop (AMD Ryzen 3 3250U/ 8GB/ 1TB HDD/ Win11),"₹39,999",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,AMD Radeon Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
833,HP 15s-fq2670TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹36,999",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
834,Asus VivoBook 15 X515JA-EJ392WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹33,650",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
835,Acer Chromebook 311 C733 Laptop (Intel Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),"₹18,490",,Intel Celeron N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,32 GB Hard Disk,Intel HD,"11.6 inches, 1366 x 768 pixels",Chrome OS,1 USB 3.0 Ports
836,Lenovo Thinkpad T15P Gen 2  Laptop (11th Gen Core i7/ 32GB/ 512GB SSD/ Win10 Pro/ 8GB Graph),"₹2,45,000",74,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",32 GB  RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 3070 MAX-Q,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
837,Lenovo V15 82C3002VGE Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹23,999",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
